"Utility.ID","Utility.Name","Plant.Code","Technology","Plant.Name","Energy.Source.1","Prime.Mover","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","retire"
"10000","Kansas City Power & Light Co",2080,"Conventional Steam Coal","Montrose","SUB","ST",188,1958,1958,1958,1
"10171","Kentucky Utilities Co",1357,"Conventional Steam Coal","Green River","BIT","ST",263.6,1953,1959,1950,1
"10171","Kentucky Utilities Co",1360,"Conventional Steam Coal","Pineville","BIT","ST",37.5,1951,1951,1951,1
"10171","Kentucky Utilities Co",1361,"Conventional Steam Coal","Tyrone","BIT","ST",75,1953,1953,1953,1
"109","Ag Processing Inc",10223,"Conventional Steam Coal","AG Processing Inc","SUB","ST",8.5,1982,1982,1982,1
"11142","City of Logansport - (IN)",1032,"Conventional Steam Coal","Logansport","BIT","ST",43,1961,1964,1958,1
"11249","Louisville Gas & Electric Co",1363,"Conventional Steam Coal","Cane Run","BIT","ST",644.6,1966,1969,1962,1
"11479","Madison Gas & Electric Co",3992,"Conventional Steam Coal","Blount Street","BIT","ST",87.5,1941,1953,1925,1
"11571","Manitowoc Public Utilities",4125,"Conventional Steam Coal","Manitowoc","BIT","ST",15,1938,1941,1935,1
"11732","City of Marshall - (MO)",2144,"Conventional Steam Coal","Marshall (MO)","BIT","ST",22.5,1962,1967,1956,1
"1182","BASF Corporation",10320,"Conventional Steam Coal","Enka","BIT","ST",16.3,1957,1984,1937,1
"12341","MidAmerican Energy Co",1081,"Conventional Steam Coal","Riverside","SUB","ST",5,1949,1949,1949,1
"12341","MidAmerican Energy Co",1082,"Conventional Steam Coal","Walter Scott Jr Energy Center","SUB","ST",130.6,1956,1958,1954,1
"12341","MidAmerican Energy Co",1091,"Conventional Steam Coal","George Neal North","SUB","ST",496.2,1968,1972,1964,1
"12384","Midwest Generations EME LLC",867,"Conventional Steam Coal","Crawford","SUB","ST",597.4,1960,1961,1958,1
"12384","Midwest Generations EME LLC",883,"Conventional Steam Coal","Waukegan","SUB","ST",121,1952,1952,1952,1
"12384","Midwest Generations EME LLC",884,"Conventional Steam Coal","Will County","SUB","ST",670.4,1956,1957,1955,1
"12384","Midwest Generations EME LLC",886,"Conventional Steam Coal","Fisk Street","SUB","ST",374,1968,1968,1968,1
"12647","ALLETE, Inc.",10075,"Conventional Steam Coal","Taconite Harbor Energy Center","SUB","ST",84,1967,1967,1967,1
"12792","NRG New York LLC",2629,"Conventional Steam Coal","Lovett","BIT","ST",380.1,1968,1969,1966,1
"12796","Monongahela Power Co",3942,"Conventional Steam Coal","FirstEnergy Albright","BIT","ST",278.2,1953,1954,1952,1
"12796","Monongahela Power Co",3945,"Conventional Steam Coal","FirstEnergy Rivesville","BIT","ST",109.7,1947,1951,1943,1
"12796","Monongahela Power Co",3946,"Conventional Steam Coal","FirstEnergy Willow Island","BIT","ST",213.2,1954,1960,1949,1
"12807","Michigan South Central Pwr Agy",4259,"Conventional Steam Coal","Endicott Station","BIT","ST",55,1982,1982,1982,1
"12986","Morton Salt Inc",54335,"Conventional Steam Coal","Morton Salt Rittman","BIT","ST",1.5,1978,1978,1978,1
"13168","NRG Huntley Operations Inc",2549,"Conventional Steam Coal","C R Huntley Generating Station","BIT","ST",380,1949,1954,1942,1
"13168","NRG Huntley Operations Inc",2549,"Conventional Steam Coal","C R Huntley Generating Station","SUB","ST",400,1958,1958,1957,1
"13407","Nevada Power Co",2324,"Conventional Steam Coal","Reid Gardner","BIT","ST",342,1970,1976,1965,1
"13657","Norfork Southern Corp",10302,"Conventional Steam Coal","Juniata Locomotive Shop","BIT","ST",4,1955,1955,1955,1
"13756","Northern Indiana Pub Serv Co",996,"Conventional Steam Coal","Dean H Mitchell","SUB","ST",383.5,1963,1970,1959,1
"13781","Northern States Power Co - Minnesota",1904,"Conventional Steam Coal","Black Dog","SUB","ST",357.8,1956,1960,1952,1
"13781","Northern States Power Co - Minnesota",1912,"Conventional Steam Coal","High Bridge","SUB","ST",276.8,1958,1959,1956,1
"13781","Northern States Power Co - Minnesota",1927,"Conventional Steam Coal","Riverside (MN)","SUB","ST",238.8,1964,1964,1964,1
"14165","NRG Power Midwest LP",2836,"Conventional Steam Coal","Avon Lake","BIT","ST",86,1949,1949,1949,1
"14165","NRG Power Midwest LP",2861,"Conventional Steam Coal","Niles Power Plant","BIT","ST",265.6,1954,1954,1954,1
"14165","NRG Power Midwest LP",3098,"Conventional Steam Coal","Elrama Power Plant","BIT","ST",510,1955,1960,1952,1
"14165","NRG Power Midwest LP",3099,"Conventional Steam Coal","F R Phillips","BIT","ST",410,1950,1956,1943,1
"14165","NRG Power Midwest LP",3138,"Conventional Steam Coal","New Castle Plant","BIT","ST",70,1943,1947,1939,1
"14232","Otter Tail Power Co",1943,"Conventional Steam Coal","Hoot Lake","SUB","ST",7.5,1948,1948,1948,1
"14354","PacifiCorp",3644,"Conventional Steam Coal","Carbon","BIT","ST",188.6,1956,1957,1954,1
"14465","Park 500 Philip Morris USA",50275,"Conventional Steam Coal","Park 500 Philip Morris USA","BIT","ST",6.1,1984,1984,1984,1
"14645","City of Pella - (IA)",1175,"Conventional Steam Coal","Pella","SUB","ST",38,1968,1972,1964,1
"14839","City of Peru - (IN)",1037,"Conventional Steam Coal","Peru (IN)","BIT","ST",34.5,1954,1959,1949,1
"15095","City of Piqua - (OH)",2937,"Conventional Steam Coal","Piqua Power Plant","BIT","ST",44.8,1957,1987,1940,1
"15276","TalenEnergy Martins Creek LLC",3148,"Conventional Steam Coal","TalenEnergy Martins Creek","BIT","ST",312.4,1955,1956,1954,1
"15298","Talen Montana LLC",2187,"Conventional Steam Coal","J E Corette Plant","SUB","ST",172.8,1968,1968,1968,1
"15466","Public Service Co of Colorado",465,"Conventional Steam Coal","Arapahoe","SUB","ST",240.5,1952,1955,1950,1
"15466","Public Service Co of Colorado",468,"Conventional Steam Coal","Cameo","BIT","ST",75,1958,1960,1957,1
"15466","Public Service Co of Colorado",469,"Conventional Steam Coal","Cherokee","BIT","ST",420.5,1959,1962,1957,1
"15470","Duke Energy Indiana, LLC",1004,"Conventional Steam Coal","Edwardsport","BIT","ST",109.2,1950,1951,1949,1
"15470","Duke Energy Indiana, LLC",1008,"Conventional Steam Coal","R Gallagher","BIT","ST",300,1960,1960,1959,1
"15470","Duke Energy Indiana, LLC",1010,"Conventional Steam Coal","Wabash River","BIT","ST",860.2,1957,1968,1953,1
"15474","Public Service Co of Oklahoma",2963,"Conventional Steam Coal","Northeastern","SUB","ST",473,1980,1980,1980,1
"16061","Rio Bravo Jasmin",10768,"Conventional Steam Coal","Rio Bravo Jasmin","BIT","ST",38.2,1989,1989,1989,1
"16181","Rochester Public Utilities",2008,"Conventional Steam Coal","Silver Lake","BIT","ST",99,1958,1969,1948,1
"16183","Rochester Gas & Electric Corp",2642,"Conventional Steam Coal","Rochester 7","BIT","ST",252.6,1952,1957,1948,1
"17043","City of Shelby - (OH)",2943,"Conventional Steam Coal","Shelby Municipal Light Plant","BIT","ST",37,1961,1973,1948,1
"17235","NRG REMA LLC",3113,"Conventional Steam Coal","Portland (PA)","BIT","ST",255,1962,1962,1962,1
"17235","NRG REMA LLC",3115,"Conventional Steam Coal","Titus","BIT","ST",225,1952,1953,1951,1
"17235","NRG REMA LLC",3132,"Conventional Steam Coal","Warren","BIT","ST",84,1948,1949,1948,1
"17539","South Carolina Electric&Gas Company",3280,"Conventional Steam Coal","Canadys Steam","BIT","ST",489.6,1964,1967,1962,1
"17543","South Carolina Public Service Authority",3317,"Conventional Steam Coal","Dolphus M Grainger","BIT","ST",163.2,1966,1966,1966,1
"17543","South Carolina Public Service Authority",3319,"Conventional Steam Coal","Jefferies","BIT","ST",345.6,1970,1970,1970,1
"17609","Southern California Edison Co",2341,"Conventional Steam Coal","Mohave","SUB","ST",1636.2,1971,1971,1971,1
"17633","Southern Indiana Gas & Elec Co",1012,"Conventional Steam Coal","F B Culley","BIT","ST",46,1955,1955,1955,1
"17698","Southwestern Electric Power Co",6139,"Conventional Steam Coal","Welsh","SUB","ST",558,1980,1980,1980,1
"17828","City of Springfield - (IL)",964,"Conventional Steam Coal","Lakeside","BIT","ST",75,1963,1965,1961,1
"17891","City of St Marys - (OH)",2942,"Conventional Steam Coal","St Marys","BIT","ST",16,1962,1967,1957,1
"18454","Tampa Electric Co",646,"Conventional Steam Coal","F J Gannon","BIT","ST",617,1960,1963,1957,1
"18642","Tennessee Valley Authority",1379,"Conventional Steam Coal","Shawnee","BIT","ST",175,1956,1956,1956,1
"18642","Tennessee Valley Authority",3405,"Conventional Steam Coal","John Sevier","BIT","ST",800,1956,1957,1955,1
"18642","Tennessee Valley Authority",3406,"Conventional Steam Coal","Johnsonville","SUB","ST",985.2,1957,1959,1952,1
"18642","Tennessee Valley Authority",3419,"Conventional Steam Coal","Watts Bar Fossil","BIT","ST",240,1943,1945,1942,1
"18642","Tennessee Valley Authority",47,"Conventional Steam Coal","Colbert","BIT","ST",1350,1957,1965,1955,1
"18642","Tennessee Valley Authority",50,"Conventional Steam Coal","Widows Creek","BIT","ST",1968.6,1955,1965,1952,1
"195","Alabama Power Co",3,"Conventional Steam Coal","Barry","BIT","ST",272,1959,1959,1959,1
"195","Alabama Power Co",8,"Conventional Steam Coal","Gorgas","BIT","ST",250,1952,1952,1951,1
"19545","Black Hills Power, Inc. d/b/a",3325,"Conventional Steam Coal","Ben French","SUB","ST",25,1960,1960,1960,1
"19545","Black Hills Power, Inc. d/b/a",4150,"Conventional Steam Coal","Neil Simpson","SUB","ST",21.7,1959,1959,1959,1
"19545","Black Hills Power, Inc. d/b/a",4151,"Conventional Steam Coal","Osage (WY)","SUB","ST",34.5,1950,1952,1948,1
"19724","Vanderbilt University",52048,"Conventional Steam Coal","Vanderbilt University Power Plant","BIT","ST",11,1988,1989,1988,1
"19876","Virginia Electric & Power Co",3803,"Conventional Steam Coal","Chesapeake","BIT","ST",649.5,1957,1962,1953,1
"19876","Virginia Electric & Power Co",7537,"Conventional Steam Coal","North Branch (WV)","WC","ST",80,1992,1992,1992,1
"19883","City of Virginia - (MN)",2018,"Conventional Steam Coal","Virginia","SUB","ST",4,1992,1992,1992,1
"20508","WestRock Corp",50900,"Conventional Steam Coal","Covington Facility","BIT","ST",21,1942,1946,1939,1
"2053","Bowater Newport Coosa Pines Op",54216,"Conventional Steam Coal","U S Alliance Coosa Pines","BIT","ST",25,1942,1942,1942,1
"20737","Willmar Municipal Utilities",2022,"Conventional Steam Coal","Willmar","SUB","ST",4,1949,1949,1949,1
"20847","Wisconsin Electric Power Co",1769,"Conventional Steam Coal","Presque Isle","BIT","ST",174.7,1962,1966,1955,1
"20847","Wisconsin Electric Power Co",4040,"Conventional Steam Coal","Port Washington Generating Station","BIT","ST",320,1944,1949,1935,1
"20847","Wisconsin Electric Power Co",7549,"Conventional Steam Coal","Milwaukee County","SUB","ST",11,1996,1996,1996,1
"20856","Wisconsin Power & Light Co",4050,"Conventional Steam Coal","Edgewater","SUB","ST",69,1951,1951,1951,1
"20856","Wisconsin Power & Light Co",4054,"Conventional Steam Coal","Nelson Dewey Generating Station","SUB","ST",227.2,1960,1962,1959,1
"20860","Wisconsin Public Service Corp",4072,"Conventional Steam Coal","Pulliam","SUB","ST",179,1948,1951,1943,1
"20860","Wisconsin Public Service Corp",4078,"Conventional Steam Coal","Weston","SUB","ST",60,1954,1954,1954,1
"2138","Brainerd Public Utilities",50636,"Conventional Steam Coal","Brainerd Public Utilities","BIT","ST",0.6,1959,1959,1959,1
"22001","Sunbury Generation LP",3152,"Conventional Steam Coal","Sunbury Generation LP","BIT","ST",437.9,1950,1953,1949,1
"22040","Washington State University",50083,"Conventional Steam Coal","Washington State University","BIT","ST",2,1963,1963,1963,1
"22053","Kentucky Power Co",1353,"Conventional Steam Coal","Big Sandy","BIT","ST",816.3,1969,1969,1969,1
"22500","Westar Energy Inc",1250,"Conventional Steam Coal","Lawrence Energy Center","BIT","ST",38,1952,1952,1952,1
"22500","Westar Energy Inc",1250,"Conventional Steam Coal","Lawrence Energy Center","SUB","ST",49,1955,1955,1955,1
"22500","Westar Energy Inc",1252,"Conventional Steam Coal","Tecumseh Energy Center","SUB","ST",150,1962,1962,1962,1
"23279","Allegheny Energy Supply Co LLC",1570,"Conventional Steam Coal","FirstEnergy R Paul Smith Power Station","BIT","ST",109.5,1952,1958,1947,1
"23279","Allegheny Energy Supply Co LLC",3178,"Conventional Steam Coal","FirstEnergy Armstrong Power Station","BIT","ST",326.4,1958,1959,1958,1
"23279","Allegheny Energy Supply Co LLC",3179,"Conventional Steam Coal","Hatfields Ferry Power Station","BIT","ST",1728,1970,1971,1969,1
"23279","Allegheny Energy Supply Co LLC",3181,"Conventional Steam Coal","FirstEnergy Mitchell Power Station","BIT","ST",299.2,1963,1963,1963,1
"25","Greenidge Generation Holdings LLC",2527,"Conventional Steam Coal","Greenidge Generation LLC","BIT","ST",50,1950,1950,1950,1
"2769","Cargill Inc",54965,"Conventional Steam Coal","Cargill Salt","BIT","ST",1.9,1935,1935,1935,1
"30002","International Paper Co",50398,"Conventional Steam Coal","International Paper Savanna Mill","BIT","ST",37.5,1950,1957,1940,1
"3046","Duke Energy Progress - (NC)",2708,"Conventional Steam Coal","Cape Fear","BIT","ST",328.5,1957,1958,1956,1
"3046","Duke Energy Progress - (NC)",2709,"Conventional Steam Coal","HF Lee Plant","BIT","ST",402.4,1955,1962,1951,1
"3046","Duke Energy Progress - (NC)",2713,"Conventional Steam Coal","L V Sutton Steam","BIT","ST",671.6,1960,1972,1954,1
"3046","Duke Energy Progress - (NC)",2716,"Conventional Steam Coal","W H Weatherspoon","BIT","ST",165.5,1950,1952,1949,1
"3046","Duke Energy Progress - (NC)",3251,"Conventional Steam Coal","H B Robinson","BIT","ST",206.6,1960,1960,1960,1
"3258","Central Iowa Power Cooperative",1218,"Conventional Steam Coal","Fair Station","BIT","ST",62.5,1964,1967,1960,1
"34672","DTE Energy Services",50407,"Conventional Steam Coal","Mobile Energy Services LLC","BIT","ST",12.5,1960,1960,1960,1
"3486","Chillicothe Municipal Utils",2122,"Conventional Steam Coal","Chillicothe","BIT","ST",13.5,1948,1958,1938,1
"3542","Duke Energy Ohio Inc",2830,"Conventional Steam Coal","Walter C Beckjord","BIT","ST",1221.3,1958,1969,1952,1
"3762","City of Cleveland - (OH)",2908,"Conventional Steam Coal","Lake Road (OH)","BIT","ST",160,1954,1967,1941,1
"3989","City of Colorado Springs - (CO)",492,"Conventional Steam Coal","Martin Drake","SUB","ST",50,1962,1962,1962,1
"40307","Prairie Power, Inc",6238,"Conventional Steam Coal","Pearl Station","BIT","ST",22,1967,1967,1967,1
"4045","City of Columbia - (MO)",2123,"Conventional Steam Coal","Columbia (MO)","BIT","ST",16.5,1957,1957,1957,1
"40577","American Mun Power-Ohio, Inc",7286,"Conventional Steam Coal","Richard Gorsuch","BIT","ST",200,1988,1988,1988,1
"4254","Consumers Energy Co",1695,"Conventional Steam Coal","B C Cobb","SUB","ST",312.6,1956,1957,1956,1
"4254","Consumers Energy Co",1720,"Conventional Steam Coal","J C Weadock","SUB","ST",312.6,1956,1958,1955,1
"4254","Consumers Energy Co",1723,"Conventional Steam Coal","J R Whiting","SUB","ST",345.4,1952,1953,1952,1
"4716","Dairyland Power Coop",4140,"Conventional Steam Coal","Alma","BIT","ST",181,1952,1960,1947,1
"4922","Dayton Power & Light Co",2848,"Conventional Steam Coal","O H Hutchings","BIT","ST",414,1950,1953,1948,1
"49756","Illinois Power Resources Generating LLC",856,"Conventional Steam Coal","E D Edwards","SUB","ST",136,1960,1960,1960,1
"49805","Kennecott Utah Copper",56163,"Conventional Steam Coal","Kennecott Power Plant","BIT","ST",100,1944,1946,1943,1
"49923","American Eagle Paper Mills",50284,"Conventional Steam Coal","American Eagle Paper Mills","BIT","ST",17.5,1938,1958,1929,1
"50006","Invista",10793,"Conventional Steam Coal","Seaford Delaware Plant","BIT","ST",10,1939,1939,1939,1
"50006","Invista",10796,"Conventional Steam Coal","Waynesboro Virginia Plant","BIT","ST",12.4,1935,1947,1929,1
"5109","DTE Electric Company",1731,"Conventional Steam Coal","Harbor Beach","BIT","ST",121,1968,1968,1968,1
"5109","DTE Electric Company",1732,"Conventional Steam Coal","Marysville","BIT","ST",200,1940,1947,1930,1
"5109","DTE Electric Company",1740,"Conventional Steam Coal","River Rouge","SUB","ST",292.5,1957,1957,1957,1
"5109","DTE Electric Company",1745,"Conventional Steam Coal","Trenton Channel","SUB","ST",240,1950,1950,1949,1
"520","Illinois Power Generating Co",6017,"Conventional Steam Coal","Newton","RC","ST",617.4,1982,1982,1982,1
"5336","City of Dover - (OH)",2914,"Conventional Steam Coal","Dover","BIT","ST",4,1944,1944,1944,1
"5416","Duke Energy Carolinas, LLC",2720,"Conventional Steam Coal","Buck","BIT","ST",370,1947,1953,1941,1
"5416","Duke Energy Carolinas, LLC",2723,"Conventional Steam Coal","Dan River","BIT","ST",290,1951,1955,1949,1
"5416","Duke Energy Carolinas, LLC",2732,"Conventional Steam Coal","Riverbend","BIT","ST",466,1953,1954,1952,1
"5416","Duke Energy Carolinas, LLC",3264,"Conventional Steam Coal","W S Lee","BIT","ST",180,1951,1951,1951,1
"54885","NRG Wholesale Generation LP",3130,"Conventional Steam Coal","Seward (PA)","BIT","ST",218.2,1954,1957,1950,1
"5517","Dynegy Midwest Generation Inc",897,"Conventional Steam Coal","Vermilion","SUB","ST",182.3,1956,1956,1955,1
"5517","Dynegy Midwest Generation Inc",898,"Conventional Steam Coal","Wood River","RC","ST",500.1,1959,1964,1954,1
"55768","RC Cape May Holdings LLC",2378,"Conventional Steam Coal","B L England","BIT","ST",136,1962,1962,1962,1
"5580","East Kentucky Power Coop, Inc",1385,"Conventional Steam Coal","Dale","BIT","ST",216,1956,1960,1954,1
"55849","Domtar Paper Co LLC Kingsport Mill",10252,"Conventional Steam Coal","Domtar Kingsport Mill","BIT","ST",4,1937,1937,1937,1
"55903","Domtar Paper Company LLC",50189,"Conventional Steam Coal","Domtar Paper Co LLC Plymouth NC","BIT","ST",15,1952,1956,1949,1
"55919","Georgia-Pacific Consr Prods LP-Green Bay",10360,"Conventional Steam Coal","Green Bay West Mill","BIT","ST",73.2,1955,2005,1929,1
"55965","Verso Corporation",10476,"Conventional Steam Coal","Whiting Mill","SUB","ST",4.1,1951,1951,1951,1
"55965","Verso Corporation",54857,"Conventional Steam Coal","Niagara Mill","BIT","ST",11.8,1952,1964,1940,1
"55983","Luminant Generation Company LLC",52071,"Conventional Steam Coal","Sandow No 5","LIG","ST",363,1954,1954,1953,1
"56146","Black Hills/Colorado Elec.Util",462,"Conventional Steam Coal","W N Clark","BIT","ST",43.7,1957,1959,1955,1
"56150","ArcelorMittal USA Inc",10474,"Conventional Steam Coal","4 AC Station","BIT","ST",135,1963,1963,1963,1
"56155","Lansing Board of Water and Light",1831,"Conventional Steam Coal","Eckert Station","SUB","ST",135,1957,1960,1954,1
"56217","Portsmouth Operating Services LLC",10071,"Conventional Steam Coal","Portsmouth Genco LLC","BIT","ST",114.8,1988,1988,1988,1
"5624","RED-Rochester, LLC",10025,"Conventional Steam Coal","RED-Rochester, LLC","BIT","ST",50.9,1946,1956,1937,1
"56389","Doyon Utilities - Ft. Wainwright",50308,"Conventional Steam Coal","Utility Plants Section","SUB","ST",2.5,1945,1945,1945,1
"56730","Cedar Bay Operating Services LLC",10672,"Conventional Steam Coal","Cedar Bay Generating Company LP","BIT","ST",291.6,1994,1994,1994,1
"58159","Penn State University",58194,"Conventional Steam Coal","West Campus Steam Plant","BIT","ST",6,1944,1949,1938,1
"58185","FirstLight Power Resources, Inc. - MA",1606,"Conventional Steam Coal","Mount Tom","BIT","ST",136,1960,1960,1960,1
"58246","Escanaba Operating Services LLC",1771,"Conventional Steam Coal","Escanaba","BIT","ST",23,1958,1958,1958,1
"5860","Empire District Electric Co",2076,"Conventional Steam Coal","Asbury","SUB","ST",18.7,1986,1986,1986,1
"58620","AEP Generation Resources Inc",2840,"Conventional Steam Coal","Conesville","BIT","ST",445.5,1959,1962,1957,1
"58620","AEP Generation Resources Inc",2843,"Conventional Steam Coal","Picway","BIT","ST",106.2,1955,1955,1955,1
"58620","AEP Generation Resources Inc",2872,"Conventional Steam Coal","Muskingum River","BIT","ST",1529.4,1958,1968,1953,1
"58620","AEP Generation Resources Inc",3947,"Conventional Steam Coal","Kammer","BIT","ST",712.5,1958,1959,1958,1
"58793","Missouri University of Science and Technology",58923,"Conventional Steam Coal","Missouri S&T - Power Plant","BIT","ST",0.5,1951,1951,1951,1
"59919","Dynegy Miami Fort",2832,"Conventional Steam Coal","Miami Fort","BIT","ST",263.2,1954,1960,1949,1
"59928","Footprint Salem Harbor Development LP",1626,"Conventional Steam Coal","Salem Harbor","BIT","ST",329.6,1954,1958,1952,1
"6035","Exelon Power",3159,"Conventional Steam Coal","Cromby Generating Station","BIT","ST",187.5,1954,1954,1954,1
"6035","Exelon Power",3161,"Conventional Steam Coal","Eddystone Generating Station","BIT","ST",707.2,1960,1960,1960,1
"6526","FirstEnergy Generation Corp",2835,"Conventional Steam Coal","FirstEnergy Ashtabula","BIT","ST",184,1962,1972,1953,1
"6526","FirstEnergy Generation Corp",2835,"Conventional Steam Coal","FirstEnergy Ashtabula","SUB","ST",256,1958,1958,1958,1
"6526","FirstEnergy Generation Corp",2837,"Conventional Steam Coal","FirstEnergy Eastlake","BIT","ST",680,1972,1972,1972,1
"6526","FirstEnergy Generation Corp",2837,"Conventional Steam Coal","FirstEnergy Eastlake","SUB","ST",577,1954,1956,1953,1
"6526","FirstEnergy Generation Corp",2838,"Conventional Steam Coal","FirstEnergy Lake Shore","SUB","ST",256,1962,1962,1962,1
"6526","FirstEnergy Generation Corp",2864,"Conventional Steam Coal","FirstEnergy R E Burger","BIT","ST",540.8,1950,1955,1944,1
"6526","FirstEnergy Generation Corp",2867,"Conventional Steam Coal","FirstEnergy Toronto","BIT","ST",173,1946,1949,1940,1
"6526","FirstEnergy Generation Corp",2877,"Conventional Steam Coal","FirstEnergy Acme","BIT","ST",72,1951,1951,1951,1
"6526","FirstEnergy Generation Corp",2878,"Conventional Steam Coal","FirstEnergy Bay Shore","SUB","ST",498.8,1963,1968,1959,1
"7140","Georgia Power Co",699,"Conventional Steam Coal","Arkwright","BIT","ST",89.2,1946,1948,1943,1
"7140","Georgia Power Co",709,"Conventional Steam Coal","Harllee Branch","BIT","ST",1746.2,1967,1969,1965,1
"7140","Georgia Power Co",710,"Conventional Steam Coal","Jack McDonough","BIT","ST",598.4,1964,1964,1963,1
"7140","Georgia Power Co",727,"Conventional Steam Coal","Mitchell (GA)","BIT","ST",218.2,1953,1964,1948,1
"7140","Georgia Power Co",728,"Conventional Steam Coal","Yates","BIT","ST",679.9,1953,1958,1950,1
"7140","Georgia Power Co",733,"Conventional Steam Coal","Kraft","BIT","ST",207.9,1961,1965,1958,1
"733","Appalachian Power Co",3775,"Conventional Steam Coal","Clinch River","BIT","ST",237.5,1961,1961,1961,1
"733","Appalachian Power Co",3776,"Conventional Steam Coal","Glen Lyn","BIT","ST",337.5,1950,1957,1944,1
"733","Appalachian Power Co",3938,"Conventional Steam Coal","Philip Sporn","BIT","ST",1105.5,1953,1960,1950,1
"772","Archer Daniels Midland Co",10860,"Conventional Steam Coal","Archer Daniels Midland Clinton","BIT","ST",31.4,1965,1991,1940,1
"772","Archer Daniels Midland Co",10866,"Conventional Steam Coal","Archer Daniels Midland Peoria","BIT","ST",15,1958,1985,1934,1
"772","Archer Daniels Midland Co",55638,"Conventional Steam Coal","Walhalla","SUB","ST",2,2000,2000,2000,1
"7801","Gulf Power Co",642,"Conventional Steam Coal","Scholz","BIT","ST",98,1953,1953,1953,1
"7801","Gulf Power Co",643,"Conventional Steam Coal","Lansing Smith","BIT","ST",340,1966,1967,1965,1
"803","Arizona Public Service Co",113,"Conventional Steam Coal","Cholla","SUB","ST",288.9,1978,1978,1978,1
"803","Arizona Public Service Co",2442,"Conventional Steam Coal","Four Corners","BIT","ST",633.4,1963,1964,1963,1
"8723","City of Holland",1830,"Conventional Steam Coal","James De Young","BIT","ST",11.5,1951,1951,1951,1
"9231","City of Independence - (MO)",2171,"Conventional Steam Coal","Missouri City","BIT","ST",46,1954,1954,1954,1
"9267","Hoosier Energy R E C, Inc",1043,"Conventional Steam Coal","Frank E Ratts","BIT","ST",233.2,1970,1970,1970,1
"9273","Indianapolis Power & Light Co",991,"Conventional Steam Coal","Eagle Valley (IN)","BIT","ST",301.6,1953,1956,1951,1
