"X","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
114,0.625183923539929,0.454942851323223,0.353381194051125,0.435611759322355,0.661214969233306,1,0.679274846580372,0.210946857197271,0.231682640211878,0.226904211379926,0.29953004488609,0.446604455465076,0.574192761934561,0.730146369527963,0.787291588250841,0.800140011125397,0.78605597466722,0.787153437774996,0.871272017822227,0.778687872779745,0.739023805675061,0.762771241968883,0.747788750341686,0.725894016621918
171,0.512265282885066,0.426000978398474,0.357672878387708,0.314248059151336,0.286690803630711,0.280943054371367,0.260251426126998,0.2863621292968,0.271545940890321,0.318510811775567,0.458328542395103,0.549327514829121,0.628863399026466,0.706504057516897,0.764338359454922,0.851079404014026,0.942803072695008,0.975322299742439,1,0.992662915893484,0.947495134226991,0.898148057275007,0.747662294574574,0.618510933853812
187,0.655865871310838,0.586886746419643,0.538222312589912,0.505047852980159,0.452957673742605,0.446697377863596,0.438800327587067,0.500893484171845,0.558811737600686,0.488995538013186,0.505347932625487,0.55336520419259,0.582975380847031,0.702238952570738,0.784853293093147,0.871750725317245,0.902835332113597,0.931691288915148,0.983111459392221,0.992559184462226,1,0.864861124364798,0.762016794993888,0.721381630330536
364,0.305627866480532,0.228047391205887,0.210229559025594,0.203001477676938,0.180272473352623,0.16810685626855,0.292204544676506,0.289354000837902,0.299361208249884,0.344648091285844,0.479535981941838,0.660072771400384,0.825062545135513,0.985255223261705,0.983253151174977,1,0.980539787937031,0.922135195418775,0.860619274082105,0.738354426339693,0.718135473672438,0.631356312892457,0.514145834661571,0.397857994239467
370,0.951675440836143,0.827209629677082,0.64277364521885,0.496234317705663,0.416418438963278,0.3737622811386,0.470823023082491,0.477159542435707,0.476132973794739,0.529352427858078,0.656780985827993,0.714955582870539,0.744261505407918,0.781624123133469,0.838779506410998,0.910804667746891,0.97589343548558,0.786541865487184,0.833664157742862,0.884108183851142,1,0.979116810702204,0.966901095137325,0.889213691738489
545,0.429276439770715,0.38130223675575,0.352157532613919,0.403403752173278,0.467742929437048,0.628345777464214,0.647631281520643,0.306424135011883,0.261540857415844,0.304383468057965,0.439693894530803,0.530478142324216,0.631653083049111,0.711312664693424,0.759057418439426,0.88516095048477,1,0.98472920314196,0.961418648297323,0.921308081040254,0.873656897422776,0.753945634353421,0.676823742923595,0.501500442144169
744,0.89922931168225,0.855084814099996,0.821721424851226,0.779695718005654,0.730631975526617,0.664947483300489,0.610700220923504,0.556906665526743,0.293209378533261,0.221849739979765,0.218647748397223,0.226373138993817,0.235332291757567,0.273704419800787,0.305809906933432,0.385190533021425,0.493318040591618,0.887615350283963,0.940762446674328,0.935259562328698,1,0.990042984097597,0.978381173843352,0.959080580535988
861,0.846317273924384,0.670733560714604,0.552375503741843,0.489592907409569,0.444366418340154,0.421633015460502,0.408559242836449,0.317670417883889,0.32391377973657,0.338976694266283,0.373645715692972,0.442049674849778,0.516334065407704,0.637072883184452,0.739642239933025,0.812524143767403,0.864954932750676,0.93954498814341,1,0.983089996805889,0.900954914953019,0.865302137210768,0.825909745221049,0.95213507503764
871,0.627092109368463,0.480412233880656,0.366825661962246,0.328541184313121,0.314988812827925,0.281115189653737,0.256343508678736,0.350272371522282,0.429969903110953,0.538604682534144,0.368766595158405,0.3874732735485,0.411595092404024,0.454751383508612,0.424498549909729,0.445956354339001,0.525682925282481,1,0.990813138679305,0.874172223901223,0.736874169002073,0.769686479048798,0.797264283127461,0.741600571238203
936,0.554268513352344,0.386374331592586,0.365187775207156,0.308405628553349,0.252130425135633,0.214685676130148,0.225073168307073,0.184871328654118,0.242091495082176,0.275201592895518,0.230485851295571,0.224997329219744,0.232453298649847,0.275214043979203,0.318872778334921,0.362777741533321,0.387264406204358,0.759669003091553,1,0.985595362692218,0.967385032901564,0.931545144000375,0.840315099970665,0.713054886383942
1103,0.527793614245874,0.463058045397674,0.344064421357836,0.274558753399414,0.235243561381881,0.218046567541612,0.271138060999868,0.553983193363898,0.290121535941576,0.189015762448671,0.213117372638073,0.245410443955927,0.288027581088301,0.29992821242482,0.377845517746733,0.457504698822437,0.603838292242909,0.737559641645772,0.774959930277867,0.723794790198129,0.875679292813108,0.795204215446433,1,0.798483454303403
1114,0.736767899353649,0.650282918456517,0.596796451521949,0.55541328368782,0.53391472682736,0.512093866998826,0.498283771006288,0.52931924041689,0.532813438286618,0.517741378540342,0.54497546374315,0.602868678877236,0.64264715529314,0.699219351702627,0.752361559676647,0.828309454904395,0.945438380609664,0.982790019615843,1,0.987359560196485,0.95124437615863,0.946775818501705,0.930062469370554,0.86719292837039
1169,0.394692787977237,0.335750547034819,0.27258749793089,0.245398263401897,0.218305524553716,0.216658196140305,0.218690246950119,0.227251425248308,0.263640076334019,0.259545476791709,0.260521719110936,0.353747983171582,0.39293992006621,0.53774186883113,0.854730201269609,0.670690027991942,0.658451755420239,1,0.993304807294715,0.97020377859165,0.871088644259821,0.787337837547844,0.650309965291185,0.520802370483186
1185,0.450589570270371,0.393197415890243,0.395234092914963,0.405514273254192,0.514626210762904,0.48773535302827,0.395957328755007,0.500421424682074,0.331786380799638,0.240056777025722,0.241385006216263,0.259242392299147,0.312592003172319,0.411206464824556,0.710969598390431,0.616458485694771,0.587619585854195,0.608432000375848,0.911895793525991,0.879379971168975,1,0.871933529344649,0.943095657827834,0.555424632774626
1283,0.662792498509491,0.593438569794612,0.528931695738028,0.486944404001171,0.445664413875131,0.412906328330118,0.38701473725697,0.288661214515135,0.312451316560797,0.277284774046932,0.269953544780014,0.293562210314444,0.3326942156477,0.369586140109167,0.436140939020629,0.58899004805992,0.814220321332175,0.89482576096851,0.969587814127297,1,0.934254565925307,0.838367057495046,0.778006314687114,0.73472756583523
1334,0.926211495139841,0.796520053836574,0.544168187971001,0.448943783815595,0.421027125099558,0.41031582773523,0.402092305427627,0.391834891087008,0.36685582469953,0.451727680165657,0.66225183380208,0.716285803621138,0.760771360228286,0.679358976586756,0.608121122606796,0.637334917970979,0.643427796515839,0.705549205439388,0.802109970537981,0.83466042295135,0.788075355578647,0.832458923996092,0.953422286761268,1
1642,0.812859167846763,0.744227535722618,0.678703478720897,0.634712301810588,0.566717116168035,0.516061110637989,0.441869591226618,0.387118222232814,0.373540581929371,0.356853380517554,0.346142650275255,0.359727289273702,0.402361289548796,0.467796842468973,0.520543653136875,0.562026663857563,0.70150041784135,0.967269431254587,1,0.970288399511028,0.867999923082308,0.817323553224414,0.920072737904824,0.959632158568446
1714,0.435255752425787,0.344031911819129,0.364267744964001,0.34514835787807,0.338128052530065,0.284606948130879,0.281203387912942,0.346129984358394,0.335710138077021,0.451324347309018,0.589764190984747,0.784681515753005,0.878396529132595,0.920014064252569,0.973150716768842,1,0.994390944234287,0.889943513574476,0.701188313549764,0.721802945453677,0.654321049018146,0.658946340034066,0.645300786122296,0.483309234262253
1718,0.402401598741639,0.347325039624122,0.317505568370378,0.295054448300409,0.272545709737963,0.234970902259929,0.221071495357862,0.165870826085999,0.232646294175823,0.287020793227254,0.21340881386574,0.190327495086125,0.224865542360261,0.258434075764137,0.624551767892034,0.866491125369374,0.881235942415649,0.974305769715941,0.957523573557278,0.987972677928212,1,0.897244189229334,0.653239703648484,0.509495200910485
1782,0.496988841035862,0.428842489652906,0.386506602488342,0.3515989194172,0.331353341054115,0.311608276488778,0.287314313820096,0.276963613952582,0.293800602131051,0.330211282137193,0.347085745548874,0.355533948829527,0.387010405153421,0.466037777923744,0.570580661716195,0.725846805177254,0.802942971938725,0.931815341035444,1,0.951629586261069,0.879101583700893,0.799453367835412,0.705030532676413,0.580054402105333
1790,0.497672954131623,0.426672850846256,0.375038975371454,0.336725090749328,0.309426729138631,0.294147516558749,0.282430177091153,0.273035305760026,0.277366054304557,0.36963010793354,0.370094962993068,0.424347633840884,0.473458899051033,0.549164366386882,0.630561053486195,0.666770051295764,0.745901770342985,0.91491086491066,0.983188878037449,1,0.950688639853772,0.85945713991954,0.703858525482321,0.565983024661694
1801,0.616928499553853,0.456327491926355,0.394523667311338,0.354038629923901,0.328894829437277,0.305987332885784,0.287070743836618,0.283736533574149,0.171604649185248,0.151054271642169,0.195646320360855,0.263219463297903,0.311671241988565,0.402113120259606,0.422471926612071,0.451208795818199,0.499014222713966,0.566657978173603,0.726165380999506,0.888080561804445,0.952287675426735,1,0.985264114124511,0.846806019216709
1953,0.560501758510284,0.451476532517094,0.377565100934424,0.33291623292289,0.307861312855479,0.274051308852284,0.175376404186197,0.165543317323894,0.371223905449414,0.419737139317976,0.263881144917808,0.190750994196344,0.27241056544622,0.362198992809768,0.507702007215373,0.545345187591342,0.593669401800607,0.683146333822022,0.930641156673134,1,0.898268230754702,0.749360143580326,0.707199552089216,0.790348718345458
2094,0.502292698702721,0.421105495808296,0.376747799646097,0.34349295559604,0.318951457315101,0.312869539795529,0.300911181624553,0.325613227552888,0.341161134397204,0.386549949788596,0.468105945761144,0.562848757980698,0.676552855387975,0.833158394314186,0.919397701313477,0.94731175942463,0.949626730529594,0.960639144055094,1,0.943158696442442,0.884632485629041,0.828220117081757,0.738859935442709,0.579305141830358
2129,0.710355891074246,0.552164765521916,0.470005745825067,0.431124704139775,0.395160872307764,0.374037518125509,0.352974998044324,0.36480957879912,0.403133615909758,0.304123128800891,0.330816351403749,0.364074451806378,0.410079853630251,0.470268453091238,0.517718815003791,0.608519253913814,0.643825738820768,0.814727400077438,0.886691639761108,0.949668239425447,1,0.970750607522672,0.935675806851573,0.850693110369086
2158,0.556803676779488,0.50103214990672,0.455865313000344,0.403959693606179,0.422297489085009,0.40654159043495,0.394715814000356,0.475926744032914,0.535092310216118,0.486866668768644,0.566420557489634,0.641070079869712,0.700201618983275,0.721900381319319,0.892171292215937,0.949540076772952,1,0.980347702478915,0.962254472225987,0.926817397356434,0.979237716837405,0.844879829159781,0.801744337659855,0.68207543102818
2199,0.593759227861141,0.396427209611215,0.292449562959721,0.254218381206649,0.221876910413911,0.214790366577069,0.187550361334767,0.219372953248991,0.271051434766413,0.273676566861803,0.240777536844632,0.219163863655018,0.226688776708806,0.255706230105118,0.368491990631762,0.433279878536355,0.562481199368684,0.653635285553896,0.612464505110308,0.674546290964051,0.667991263776066,1,0.754860365417075,0.828013849617208
2233,0.375554460235415,0.411047927304729,0.3868641439289,0.336542953918581,0.295019853133119,0.266489728231661,0.247847845392394,0.128499471302364,0.142972577310224,0.142024154186774,0.131576958593652,0.137633242943258,0.168515902962867,0.240647875259121,0.417654047353309,0.648413935559716,0.877705089186837,0.843175053663558,0.976398317271245,1,0.932873933403797,0.905636732684307,0.778281502491887,0.341981514209074
2335,0.339817011107826,0.292212471728372,0.257297095972512,0.227523074562195,0.198517550069887,0.177814154213933,0.173822379745142,0.148758134332665,0.139575368876606,0.131267435791205,0.157588644734415,0.173289606510036,0.207838852557347,0.21986601485292,0.270826679995134,0.281560882818488,0.477125438093778,0.68849677273878,0.733653744565942,0.772510220811353,1,0.866930944419363,0.610001964903925,0.415592037256633
2337,0.577299002332639,0.6786706387403,0.543248923055507,0.454160026217752,0.394752641336805,0.339151822546525,0.330450726983404,0.324380536543077,0.364455802490525,0.375708238984085,0.408507109790627,0.529786029686389,0.627175287749152,0.775387234981618,0.902678681091641,0.938710257801132,0.949971601751255,0.975001028001043,1,0.962032603999026,0.899020784917349,0.80434538085046,0.736761139294097,0.618521403322073
2449,0.609123481957238,0.452087224236186,0.380463988038959,0.368526621820763,0.313416225666969,0.314374597725527,0.270606929850384,0.332737714793402,0.491686706616361,0.534785511846242,0.604589149731711,0.648196770649609,0.745444249367685,0.835980675610014,0.842796645359628,0.856919621090156,0.960131301532462,0.96770143193916,0.938704635404424,1,0.954315064957856,0.921565643610218,0.893882434657549,0.845987686038473
2470,0.809439870506332,0.495006370206779,0.359257696215413,0.30592595183795,0.280985764871422,0.271309898228486,0.241308966947567,0.241697336497767,0.262817324466012,0.147298753913853,0.165507713288485,0.191154458256232,0.216432060449756,0.197364428018061,0.153088507607647,0.188234073939552,0.244228036796354,0.316033184260275,0.4175753896969,0.456470469308192,0.446935424738276,0.425270230443586,0.754195705492197,1
2814,0.67903695352785,0.522285540122464,0.437403923369325,0.333575684943546,0.295966788200392,0.265571058522308,0.270723922769002,0.278178691483471,0.272112617817752,0.324919027133305,0.347266644211878,0.369166697998727,0.446617503583286,0.522382296662744,0.650047580789223,0.693382200928475,0.725197772391665,0.800625979719223,0.929646693131805,0.927418634623772,0.894946523185535,0.818516060227387,1,0.996418156842785
2818,0.453324442605224,0.392944341412359,0.330676903160167,0.289602805415538,0.279107433274128,0.247386300241768,0.238464136777019,0.200271185574237,0.210172504880899,0.240002035929997,0.272396327667809,0.396469302405613,0.48631688068227,0.545538381347955,0.849532060662229,0.982398497252279,0.930828227851222,0.741768637053346,1,0.977193252362153,0.720102023821862,0.597945969620457,0.577202739106145,0.528653027788679
2829,0.510803623261816,0.395901487833976,0.348257203027294,0.316171718664087,0.295415581168427,0.283897872911228,0.294194141841423,0.356040060414208,0.463789652896511,0.499990328782217,0.465714943735979,0.456928136413019,0.50565470183012,0.561687515477066,0.613269364627954,0.673027630529534,0.725846846710889,0.965852301076692,0.990039722793569,1,0.944068320167945,0.819901100060716,0.701687454009949,0.620326115808202
2980,0.423326641159438,0.355164450937661,0.319596400098811,0.286796990663367,0.258553236345788,0.245796589784732,0.236687916854299,0.227939891372232,0.259197676730636,0.323600902378254,0.386774643620511,0.457104358033529,0.559566520549671,0.662032039877119,0.756497164253618,0.814420968796466,0.915302849294393,0.999380939055637,1,0.976391420496673,0.923397084786934,0.783081609104998,0.663641832917915,0.551196023905778
2986,0.499875959982021,0.452540210330052,0.390903383325588,0.338996756902824,0.314863121058874,0.288781723863831,0.263438421393729,0.252234793262535,0.238300119309542,0.245486924835612,0.284625940147911,0.361080169307531,0.493393747427869,0.607172203422793,0.737356571469002,0.909565817094567,0.959091454738739,1,0.999673325806806,0.978202081992084,0.914033347251204,0.757192906186185,0.646439107570927,0.558389932419785
3039,0.8189704187485,0.736399253461533,0.607694928384201,0.528551538213049,0.475506425580526,0.471974336075985,0.359716747382376,0.290563070752869,0.566348729301571,0.46097794231722,0.31870489961566,0.258035892628478,0.291027480794938,0.476210010929191,0.487686109459998,0.493266432615707,0.536362061664202,0.596053914174289,0.744798175550739,0.914993254566646,0.927774749076985,1,0.982313761766137,0.940287555239998
3192,0.692169651243963,0.551483318374431,0.567742824223742,0.581673058267201,0.675416252259575,0.654486172710287,0.270636198536399,0.297893010460503,0.283947186754126,0.272351711677194,0.296100700704731,0.317257522233518,0.380095167188581,0.432771282136316,0.492086816929421,0.541274028592584,0.269316909725074,0.260191488997958,0.318482225378393,0.424549462980433,0.35614950429659,0.649459100879366,1,0.824496459973459
3224,0.945631767502549,0.71986093569569,0.517367097060949,0.428562709205195,0.365479812758495,0.360150154303155,0.353996120291952,0.316071588862075,0.296388879826227,0.260917613008266,0.283590979633687,0.306201661949427,0.286810946921262,0.362482697987091,0.445658201504888,0.46760527112891,0.558067729217976,0.675715021903556,0.78529036714278,0.837194096192629,0.782801476911331,0.852122584402831,1,0.907494588941185
3367,0.514191827394665,0.536753091500831,0.506668542179592,0.50589234406946,0.427660842940208,0.349505434724288,0.282412194944729,0.17386007305557,0.225494352917862,0.281503901979897,0.303428877919596,0.348378663087734,0.421599509143994,0.521606727191149,0.614323365995004,0.704817925094964,0.771830975562345,0.87262338027394,1,0.91389574586504,0.868521900167073,0.806153809637193,0.800306824834835,0.660672812845559
3456,0.246655146708043,0.229064696279319,0.224811872118819,0.224308175899982,0.218131509344829,0.243180172210822,0.469257286573243,0.635935706638009,0.597025042302751,0.525710362615197,0.487508148470059,0.512646899451993,0.581056539384529,0.693361237046723,0.778719159908352,0.838645768908064,0.916216379161485,0.932159823124954,1,0.982510174049259,0.955519950353717,0.876640290889205,0.34887230801558,0.284165770350826
3527,0.423463911565579,0.36573751428689,0.31060728560756,0.286618268608644,0.257472712721139,0.24592693287808,0.251592811397462,0.305005987898175,0.368626551897224,0.359511431036779,0.379558078112152,0.438498179666797,0.508509981800358,0.624586271290618,0.65080692702893,0.701202600410319,0.757328127560671,0.838586796341664,0.916644994361197,1,0.98518871879563,0.840797762700958,0.739064102366591,0.521150060917287
3544,0.542044692560178,0.398592194180076,0.328534025312531,0.289146739055178,0.281134579977664,0.278455258710512,0.302238812617022,0.357308663643296,0.381073838722294,0.220749551082339,0.238569118990537,0.249231795868658,0.284896867507,0.299581115585542,0.317934604991392,0.370643769461134,0.688688899438806,0.811316002012349,0.999323259818074,0.916486204599164,0.840536228561271,0.880639098122745,1,0.846448295057524
3635,0.905892516049376,0.818395042513616,0.7735933998184,0.725516825369449,0.675765425193805,0.630680669554352,0.589528752624383,0.453532011353522,0.358053961866904,0.272633492311096,0.238851398782396,0.221211916387983,0.27179150749649,0.334315921042345,0.436467169140549,0.502346542225185,0.59789990372404,0.736447124093041,0.836314742490261,0.892589395358584,0.935015600676648,0.971912469594643,1,0.98012808351354
3719,0.558570634346939,0.420815420731222,0.33412244143558,0.29680239263399,0.285032735173142,0.259771548752008,0.09161606796196,0.0867697601833296,0.104450687276707,0.135151197453906,0.201894017077184,0.285716360447905,0.359303048343929,0.444973839348059,0.540710013072889,0.66770300404633,0.826708146288324,0.946998467024207,0.954628574608976,1,0.99376284997269,0.860009512268266,0.919108667123011,0.874172456178703
3723,1,0.65017780319344,0.565779338238047,0.4706249484672,0.407975524120628,0.365091926315459,0.328230650830548,0.291620021976686,0.2785908880424,0.260488661779159,0.259724867011374,0.328398423201797,0.463536190727311,0.620107471170626,0.609845590095814,0.613474714335109,0.572516856823004,0.580956991753325,0.740318721513116,0.67446197122082,0.678942706528564,0.668684143256242,0.604795388849663,0.844818895295312
3935,0.487252293773131,0.397279671213425,0.267565403889265,0.218746987428745,0.212173237443718,0.197579768774428,0.194269028151619,0.189995284331909,0.21054270395261,0.326265746535658,0.416682997313554,0.577964289014447,0.643296243658567,0.642673916744669,0.62881964239519,0.741561972062199,0.846495904376471,0.896541007216818,0.964191987255291,1,0.998751477708943,0.961462797416441,0.841926966449907,0.674236967860883
3964,0.457672174512147,0.375335362640375,0.302582926026723,0.252621407219537,0.235548520594371,0.212553920271184,0.197570820618728,0.248155128446665,0.332662144181863,0.337865319103029,0.415654131976191,0.53915033855203,0.638657168275076,0.666794655600218,0.680779823575407,0.764832741414366,0.846371204507521,0.892428952646018,1,0.911866437876686,0.877855299844874,0.787689328893732,0.729304848204532,0.575972874040927
3967,0.744813364958274,0.601544954758311,0.496711160024326,0.448826214373288,0.410664567225031,0.411645958619392,0.3930744931813,0.373873462859811,0.360665502399903,0.37908945664889,0.419959431549794,0.509178341304642,0.602415333078714,0.718379615497349,0.826274667751497,0.924862734220852,1,0.882596305355338,0.947318402166538,0.953978034359765,0.931200901783651,0.938099030887352,0.907368364993172,0.82923200421715
4031,0.308963434540498,0.324011160176404,0.350169073748252,0.328074193236023,0.286594782645745,0.248513366223229,0.227172707027651,0.23157837700733,0.319756512894394,0.237835659961844,0.324409421606478,0.422607664961683,0.501843012630338,0.568533157089752,0.664600664460135,0.719889409626535,0.801829669820373,0.818226455734672,0.911347571821989,1,0.895301472716423,0.762754531226772,0.740870547402787,0.666800739959867
4297,0.579811237241036,0.562293782926128,0.534502030941072,0.507083942051362,0.459817549645363,0.446024190366677,0.392550025120803,0.279207151632627,0.241397445171538,0.256267952553696,0.368976102471839,0.347976924536872,0.436197416926582,0.52717299314879,0.60078842684643,0.6519517313615,0.727491401158877,0.697449449906558,0.857722025952579,0.812896962074536,0.806462974064058,0.832440883397901,1,0.790037650709517
4357,0.901184291578781,0.808919059042791,0.662361081078265,0.562087117540888,0.526959044993717,0.494115474128179,0.47894683132646,0.491987150831404,0.495415406203708,0.489551666800455,0.601438575700309,0.547559404371548,0.579347303397173,0.654466098929601,0.737165401700818,0.794546804267028,0.917135840033244,0.945900492673756,0.910069219883884,0.861122659480986,0.863787267441551,0.828011790387478,0.880364990131974,1
4447,0.932002892993067,0.748408024836527,0.628366264990621,0.557928431982115,0.488473280283113,0.46449469539245,0.431631946021757,0.411877443765885,0.346209794598995,0.31077258506196,0.264720079558516,0.285681651285244,0.30132327454725,0.372498241148109,0.45974146099259,0.518314529037808,0.628952021163137,0.736535997448599,0.814848005050669,0.871612188478918,0.89741218556262,0.85403000481391,0.842169095266614,1
4732,0.908540018743539,0.678112671486468,0.50436771086912,0.414318735698267,0.375964612678117,0.333966370220809,0.303081140772915,0.267895107316215,0.30466194734752,0.436889473444474,0.274321408865699,0.261243293967004,0.268274047341709,0.192369495961542,0.230522311726804,0.279772098893337,0.437062383213922,0.838282499019092,0.814389541794517,0.837485894925662,0.843647734661503,0.753406126340965,0.833142038908918,1
